BUCKLEY,"41,348",83.18%,11.48%,0.57%,0.73%,1.69%,2.37%
MCFARLAND,"41,300",78.85%,15.64%,0.61%,0.55%,2.12%,2.23%
HEBERT,"41,275",90.43%,4.85%,0.45%,0.55%,1.35%,2.36%
ENRIQUEZ,"41,271",4.04%,0.55%,7.92%,0.42%,0.56%,86.51%
HICKMAN,"41,163",75.17%,18.66%,0.45%,1.26%,2.20%,2.27%
QUINTERO,"41,158",4.21%,0.37%,0.42%,0.75%,0.16%,94.09%
RANDOLPH,"41,129",55.87%,37.71%,0.47%,0.70%,2.88%,2.37%
SCHAEFER,"41,063",95.05%,0.46%,0.68%,0.35%,1.31%,2.16%
WALLS,"41,025",68.68%,25.39%,0.37%,0.77%,2.37%,2.42%
TREJO,"41,021",3.96%,0.36%,0.13%,0.25%,0.16%,95.13%
HOUSE,"41,000",75.10%,18.70%,0.42%,1.47%,2.25%,2.05%
REILLY,"40,884",95.27%,0.43%,0.70%,0.13%,1.16%,2.31%
PENNINGTON,"40,854",87.86%,7.23%,0.41%,0.53%,1.76%,2.20%
MICHAEL,"40,736",83.59%,8.88%,1.95%,0.67%,1.85%,3.06%
CONRAD,"40,707",92.02%,3.14%,0.62%,0.58%,1.48%,2.16%
GILES,"40,598",64.94%,26.15%,0.44%,0.48%,2.32%,5.66%
BENJAMIN,"40,590",49.04%,41.58%,2.49%,0.90%,2.61%,3.38%
CROSBY,"40,563",70.03%,24.02%,0.54%,0.72%,2.19%,2.50%
FITZPATRICK,"40,449",85.59%,9.42%,0.60%,0.40%,1.67%,2.32%
DONOVAN,"40,410",92.94%,2.00%,0.68%,0.27%,1.33%,2.79%
MAYS,"40,408",54.75%,39.68%,0.36%,0.56%,2.66%,1.98%
MAHONEY,"40,397",91.10%,4.28%,0.63%,0.24%,1.48%,2.27%
VALENTINE,"40,395",66.06%,23.29%,0.66%,0.50%,2.14%,7.35%
RAYMOND,"40,275",79.07%,13.61%,1.05%,0.94%,2.05%,3.28%
MEDRANO,"40,261",4.27%,0.30%,1.94%,0.21%,0.30%,92.98%
HAHN,"40,250",90.16%,0.48%,5.69%,0.33%,1.30%,2.04%
MCMILLAN,"40,237",67.96%,25.64%,0.59%,1.27%,2.40%,2.15%
SMALL,"40,212",62.66%,30.81%,0.58%,1.41%,1.93%,2.61%
BENTLEY,"40,193",82.48%,12.38%,0.52%,0.46%,1.87%,2.29%
FELIX,"40,165",17.50%,11.56%,2.80%,0.89%,0.96%,66.29%
PECK,"40,055",90.68%,3.60%,0.90%,0.50%,1.68%,2.64%
LUCERO,"39,986",11.10%,0.22%,2.67%,2.89%,0.70%,82.41%
BOYLE,"39,921",93.52%,2.02%,0.61%,0.29%,1.29%,2.26%
HANNA,"39,890",87.09%,6.40%,0.98%,0.57%,2.24%,2.71%
PACE,"39,879",78.26%,16.49%,0.67%,0.51%,1.71%,2.35%
RUSH,"39,802",74.04%,20.81%,0.46%,0.68%,1.86%,2.16%
HURLEY,"39,796",90.71%,4.64%,0.65%,0.62%,1.48%,1.90%
HARDING,"39,787",80.14%,13.64%,0.61%,0.88%,2.19%,2.53%
MCCONNELL,"39,754",88.76%,5.98%,0.58%,0.80%,1.78%,2.10%
BERNAL,"39,693",7.95%,0.41%,2.39%,0.31%,0.39%,88.54%
NAVA,"39,670",4.48%,0.27%,1.08%,0.22%,0.20%,93.76%
AYERS,"39,623",82.96%,11.66%,0.60%,0.58%,2.13%,2.07%
EVERETT,"39,593",68.90%,24.59%,0.51%,0.70%,2.10%,3.21%
VENTURA,"39,580",18.80%,0.77%,4.64%,0.29%,1.04%,74.47%
AVERY,"39,564",71.13%,22.93%,0.51%,0.75%,2.39%,2.29%
PUGH,"39,559",67.24%,28.07%,0.45%,0.43%,1.98%,1.82%
MAYER,"39,555",93.11%,1.25%,0.91%,0.36%,1.34%,3.04%
BENDER,"39,551",88.49%,6.53%,0.67%,0.64%,1.60%,2.08%
SHEPARD,"39,430",76.74%,17.05%,0.55%,0.87%,2.16%,2.63%
MCMAHON,"39,411",93.22%,2.27%,0.65%,0.21%,1.30%,2.34%
LANDRY,"39,391",82.97%,12.56%,0.51%,0.39%,1.49%,2.09%
CASE,"39,319",92.33%,2.12%,0.65%,1.01%,1.73%,2.16%
SAMPSON,"39,277",60.21%,29.99%,0.66%,3.90%,2.43%,2.80%
MOSES,"39,216",55.05%,34.47%,2.03%,3.16%,2.70%,2.60%
MAGANA,"39,105",3.81%,0.35%,0.61%,0.18%,0.16%,94.90%
BLACKBURN,"39,097",87.41%,7.31%,0.52%,0.91%,1.71%,2.14%
DUNLAP,"39,063",75.00%,19.52%,0.46%,0.66%,2.13%,2.23%
GOULD,"38,924",86.79%,7.21%,0.72%,1.38%,1.80%,2.10%
DUFFY,"38,835",90.71%,4.25%,0.67%,0.49%,1.63%,2.25%
VAUGHAN,"38,830",82.04%,12.93%,0.50%,0.45%,1.73%,2.35%
HERRING,"38,733",72.71%,22.05%,0.41%,0.45%,2.16%,2.21%
MCKAY,"38,681",80.03%,13.56%,0.70%,1.20%,2.12%,2.39%
ESPINOSA,"38,667",7.73%,0.43%,3.50%,0.33%,0.36%,87.65%
RIVERS,"38,662",40.47%,50.93%,0.61%,1.95%,2.64%,3.40%
FARLEY,"38,528",83.74%,10.87%,0.57%,0.76%,1.59%,2.46%
BERNARD,"38,512",62.84%,25.83%,1.09%,0.73%,2.15%,7.37%
ASHLEY,"38,499",71.84%,20.60%,0.65%,2.35%,2.25%,2.31%
FRIEDMAN,"38,374",96.05%,0.41%,0.60%,0.13%,0.94%,1.88%
POTTS,"38,277",79.56%,14.31%,0.55%,1.32%,1.99%,2.28%
TRUONG,"38,267",0.82%,0.11%,96.87%,0.03%,1.60%,0.57%
COSTA,"38,265",83.16%,2.26%,1.82%,0.39%,2.11%,10.25%
CORREA,"38,232",10.37%,1.00%,1.71%,0.30%,1.22%,85.39%
BLEVINS,"38,229",89.47%,5.16%,0.37%,1.15%,2.12%,1.73%
NIXON,"38,147",62.04%,31.59%,0.57%,0.72%,2.51%,2.57%
CLEMENTS,"38,044",84.86%,9.92%,0.50%,0.62%,1.85%,2.25%
FRY,"38,029",91.09%,3.13%,0.55%,1.14%,1.75%,2.34%
DELAROSA,"37,932",5.21%,0.59%,4.58%,0.28%,0.49%,88.85%
BEST,"37,923",71.82%,22.50%,0.54%,0.60%,1.79%,2.75%
BENTON,"37,912",69.00%,24.95%,0.55%,0.89%,2.23%,2.37%
LUGO,"37,903",6.90%,1.00%,0.41%,0.25%,0.23%,91.21%
PORTILLO,"37,890",4.13%,0.45%,0.39%,0.17%,0.11%,94.76%
DOUGHERTY,"37,884",94.37%,1.07%,0.62%,0.28%,1.33%,2.34%
CRANE,"37,870",90.11%,4.26%,0.62%,0.62%,1.78%,2.61%
HALEY,"37,858",81.27%,13.23%,0.54%,0.72%,2.00%,2.24%
PHAN,"37,836",1.28%,0.19%,95.83%,0.03%,2.01%,0.65%
VILLALOBOS,"37,754",3.90%,0.23%,0.65%,0.23%,0.16%,94.84%
BLANCHARD,"37,695",84.87%,9.32%,0.51%,0.80%,1.85%,2.65%
HORNE,"37,689",70.93%,24.03%,0.55%,0.57%,1.94%,1.98%
FINLEY,"37,672",72.30%,21.35%,0.52%,1.24%,2.24%,2.36%
QUINTANA,"37,657",8.20%,0.29%,1.06%,1.09%,0.31%,89.05%
LYNN,"37,644",84.61%,8.99%,1.42%,0.71%,1.77%,2.50%
ESQUIVEL,"37,578",4.12%,0.15%,0.68%,0.16%,0.21%,94.66%
BEAN,"37,571",80.83%,13.42%,0.57%,0.91%,1.79%,2.48%
DODSON,"37,566",81.39%,12.31%,0.51%,1.38%,2.20%,2.20%
MULLEN,"37,502",87.64%,6.89%,0.73%,0.57%,1.86%,2.32%
XIONG,"37,499",0.33%,0.07%,98.07%,0.03%,1.14%,0.35%
HAYDEN,"37,451",80.59%,14.05%,0.65%,0.44%,2.03%,2.25%
CANO,"37,368",6.59%,0.40%,1.17%,0.24%,0.33%,91.27%
LEVY,"37,228",79.16%,12.97%,0.85%,0.25%,1.65%,5.11%
HUBER,"37,170",95.17%,0.41%,0.64%,0.31%,1.36%,2.11%
RICHMOND,"37,053",71.72%,22.84%,0.53%,0.47%,2.22%,2.22%
MOYER,"37,050",93.37%,2.40%,0.54%,0.34%,1.44%,1.91%
LIM,"37,021",2.86%,0.23%,92.24%,0.04%,3.04%,1.59%
FRYE,"36,973",83.04%,11.83%,0.53%,0.98%,1.87%,1.76%
SHEPPARD,"36,960",67.37%,26.79%,0.47%,0.78%,2.03%,2.56%
MCCARTY,"36,944",88.11%,6.37%,0.54%,0.82%,1.73%,2.44%
AVALOS,"36,922",3.54%,0.15%,0.21%,0.15%,0.12%,95.83%
BOOKER,"36,840",28.03%,65.22%,0.28%,0.37%,3.78%,2.33%
WALLER,"36,805",69.64%,25.15%,0.45%,0.48%,2.10%,2.17%
PARRA,"36,765",6.45%,0.30%,0.41%,0.35%,0.20%,92.29%
WOODWARD,"36,764",89.74%,4.80%,0.62%,0.68%,1.80%,2.36%
JARAMILLO,"36,755",7.47%,0.27%,1.00%,0.68%,0.30%,90.28%
KRUEGER,"36,743",95.97%,0.24%,0.63%,0.36%,1.06%,1.73%
RASMUSSEN,"36,636",94.55%,0.27%,0.82%,0.35%,1.43%,2.58%
BRANDT,"36,613",94.13%,0.91%,0.65%,0.37%,1.41%,2.52%
PERALTA,"36,585",5.17%,0.42%,7.18%,0.33%,0.88%,86.03%
DONALDSON,"36,558",72.06%,22.12%,0.50%,0.40%,2.38%,2.54%
STUART,"36,540",84.01%,9.88%,0.69%,0.58%,1.81%,3.03%
FAULKNER,"36,466",79.38%,15.44%,0.45%,0.60%,1.84%,2.28%
MAYNARD,"36,460",87.48%,6.99%,0.46%,0.69%,1.73%,2.65%
GALINDO,"36,429",5.87%,0.15%,0.76%,0.32%,0.25%,92.65%
COFFEY,"36,423",88.38%,6.72%,0.52%,0.74%,1.70%,1.94%
ESTES,"36,318",86.75%,7.17%,0.48%,1.04%,2.07%,2.49%
SANFORD,"36,312",76.62%,17.78%,0.55%,0.66%,2.01%,2.39%
BURCH,"36,269",78.77%,15.35%,0.49%,0.78%,2.19%,2.41%
MADDOX,"36,250",69.75%,25.22%,0.42%,0.47%,1.94%,2.19%
VO,"36,236",1.40%,0.16%,96.07%,0.04%,1.72%,0.61%
OCONNELL,"36,194",95.42%,0.32%,0.59%,0.18%,1.28%,2.20%
VU,"36,179",1.04%,(S),96.61%,(S),1.68%,0.58%
ANDERSEN,"36,150",94.00%,0.82%,0.69%,0.40%,1.45%,2.63%
SPENCE,"36,129",72.23%,21.74%,0.61%,0.55%,2.13%,2.73%
MCPHERSON,"36,125",73.35%,20.66%,0.57%,0.61%,2.33%,2.49%
CHURCH,"36,072",89.18%,5.75%,0.47%,0.82%,1.63%,2.16%
SCHMITT,"36,043",95.68%,0.21%,0.58%,0.36%,1.18%,1.99%
STANTON,"35,997",82.89%,11.56%,0.71%,0.59%,1.90%,2.36%
LEAL,"35,958",13.02%,0.51%,0.98%,0.24%,0.35%,84.90%
CHERRY,"35,877",58.97%,35.45%,0.65%,0.40%,2.49%,2.04%
COMPTON,"35,830",87.26%,7.81%,0.47%,0.69%,1.72%,2.04%
DUDLEY,"35,781",65.96%,27.67%,0.52%,0.74%,2.48%,2.62%
SIERRA,"35,770",7.23%,0.74%,0.64%,0.51%,0.32%,90.56%
POLLARD,"35,749",62.77%,31.39%,0.55%,0.57%,2.40%,2.33%
ALFARO,"35,725",4.88%,0.29%,1.28%,0.10%,0.19%,93.26%
HESTER,"35,642",73.10%,21.94%,0.52%,0.50%,2.18%,1.76%
PROCTOR,"35,636",70.12%,21.55%,0.53%,2.44%,3.11%,2.25%
LU,"35,628",1.77%,0.36%,95.74%,0.02%,1.43%,0.69%
HINTON,"35,606",53.16%,40.63%,0.37%,1.17%,2.58%,2.09%
NOVAK,"35,461",95.47%,0.33%,0.70%,0.21%,1.07%,2.23%
GOOD,"35,446",88.90%,5.48%,1.15%,0.41%,1.62%,2.43%
MADDEN,"35,438",84.48%,10.47%,0.68%,0.46%,1.77%,2.14%
MCCANN,"35,408",89.67%,5.48%,0.65%,0.43%,1.60%,2.17%
TERRELL,"35,408",55.26%,38.99%,0.39%,0.75%,2.41%,2.20%
JARVIS,"35,350",84.87%,9.29%,0.56%,0.55%,1.95%,2.77%
DICKSON,"35,312",75.76%,16.89%,0.70%,1.36%,2.19%,3.10%
REYNA,"35,291",6.18%,0.27%,0.47%,0.45%,0.20%,92.43%
CANTRELL,"35,266",89.67%,4.68%,0.45%,1.18%,1.93%,2.09%
MAYO,"35,228",63.25%,22.18%,2.08%,0.91%,2.52%,9.07%
BRANCH,"35,225",47.37%,45.90%,0.50%,0.62%,2.63%,2.98%
HENDRIX,"35,194",77.99%,16.18%,0.47%,0.71%,2.23%,2.41%
ROLLINS,"35,132",68.29%,25.95%,0.40%,0.48%,2.40%,2.48%
ROWLAND,"35,121",86.60%,7.42%,0.60%,1.02%,1.88%,2.48%
WHITNEY,"35,118",85.44%,8.45%,0.83%,0.82%,1.99%,2.48%
DUKE,"35,053",85.45%,8.08%,0.62%,0.57%,1.96%,3.32%
ODOM,"35,020",69.03%,25.85%,0.45%,0.58%,1.99%,2.11%
DAUGHERTY,"34,987",90.01%,4.48%,0.47%,1.09%,1.94%,2.00%
TRAVIS,"34,985",73.32%,21.01%,0.52%,0.53%,2.21%,2.40%
TANG,"34,961",2.64%,0.62%,93.31%,0.05%,2.13%,1.25%
ARCHER,"34,949",79.50%,13.99%,0.60%,0.74%,2.03%,3.13%
HAAS,"34,918",95.16%,0.30%,0.54%,0.44%,1.21%,2.35%
GALLOWAY,"34,909",69.50%,24.47%,0.44%,0.64%,2.25%,2.70%
BRAY,"34,906",81.76%,12.26%,0.60%,0.84%,2.21%,2.33%
NIEVES,"34,896",5.66%,1.14%,0.61%,0.09%,0.21%,92.28%
PETTY,"34,882",73.43%,20.99%,0.52%,0.50%,2.16%,2.40%
MCGRATH,"34,871",94.42%,0.69%,0.68%,0.36%,1.32%,2.53%
KAUFMAN,"34,844",94.57%,1.50%,0.57%,0.20%,1.13%,2.04%
HOLDEN,"34,824",76.83%,17.62%,0.54%,0.80%,2.10%,2.11%
KRAUSE,"34,722",95.12%,0.47%,0.65%,0.33%,1.27%,2.17%
BAIRD,"34,721",91.44%,3.30%,0.63%,0.64%,1.59%,2.40%
RIGGS,"34,506",87.67%,6.09%,0.47%,1.58%,1.82%,2.38%
BRAUN,"34,491",94.26%,0.68%,0.60%,0.29%,1.28%,2.90%
WERNER,"34,488",95.24%,0.48%,0.68%,0.25%,1.17%,2.18%
QUINONES,"34,468",5.61%,1.33%,1.09%,0.20%,0.26%,91.52%
SALDANA,"34,434",4.71%,0.52%,1.21%,0.21%,0.23%,93.11%
MERCER,"34,431",82.18%,12.92%,0.51%,0.58%,1.62%,2.21%
HATFIELD,"34,381",92.60%,2.83%,0.47%,0.49%,1.65%,1.96%
MCNEIL,"34,368",52.43%,41.94%,0.40%,0.56%,2.27%,2.41%
IRWIN,"34,297",92.62%,2.18%,0.70%,0.68%,1.61%,2.21%
HOOPER,"34,247",79.46%,13.92%,0.63%,1.30%,2.17%,2.53%
HAYS,"34,191",91.57%,3.28%,0.58%,0.61%,1.71%,2.25%
JOYCE,"34,132",87.83%,7.83%,0.69%,0.22%,1.50%,1.92%
MCKNIGHT,"34,055",59.44%,35.04%,0.48%,0.47%,2.37%,2.20%
GAMBLE,"34,005",57.05%,36.62%,0.49%,0.94%,2.40%,2.49%
DOWNS,"33,922",83.76%,10.20%,0.62%,0.66%,1.73%,3.03%
PIERRE,"33,913",7.05%,86.74%,0.31%,0.92%,2.23%,2.75%
HANEY,"33,898",87.05%,7.51%,0.51%,0.89%,1.94%,2.10%
FORBES,"33,813",70.42%,22.51%,0.79%,0.46%,2.22%,3.61%
SAENZ,"33,787",7.38%,0.19%,0.39%,0.30%,0.23%,91.52%
DAVIES,"33,753",88.77%,6.35%,0.76%,0.27%,1.63%,2.22%
VERA,"33,674",7.12%,0.59%,0.90%,0.15%,0.22%,91.02%
LEVINE,"33,637",90.72%,4.41%,0.65%,0.10%,1.26%,2.85%
MOONEY,"33,555",90.61%,4.30%,0.60%,0.69%,1.60%,2.18%
JOHN,"33,543",40.98%,21.03%,21.27%,11.17%,2.41%,3.15%
ROSA,"33,521",30.00%,2.62%,1.18%,0.14%,1.11%,64.96%
RIDDLE,"33,507",88.29%,5.89%,0.53%,1.18%,1.99%,2.11%
KEY,"33,501",68.56%,24.61%,0.90%,0.99%,2.33%,2.61%
CHO,"33,490",1.88%,(S),95.12%,(S),1.92%,0.80%
KAISER,"33,480",93.15%,1.66%,1.04%,0.45%,1.38%,2.32%
HOLDER,"33,465",73.12%,20.77%,0.52%,0.74%,1.98%,2.87%
BIRD,"33,457",87.79%,3.28%,0.97%,2.94%,2.21%,2.81%
BONNER,"33,446",54.11%,40.35%,0.47%,0.36%,2.48%,2.23%
FERRELL,"33,418",74.71%,20.16%,0.41%,0.40%,1.90%,2.43%
COTTON,"33,374",51.36%,42.34%,0.30%,0.90%,2.75%,2.35%
DOTSON,"33,347",68.17%,26.47%,0.32%,0.67%,2.45%,1.92%
MCGOWAN,"33,340",75.15%,19.50%,0.57%,0.49%,1.95%,2.34%
BARLOW,"33,335",81.17%,13.30%,0.55%,1.17%,1.85%,1.96%
SHEA,"33,329",93.84%,0.52%,1.89%,0.26%,1.23%,2.25%
EWING,"33,314",76.28%,17.89%,0.62%,0.43%,2.22%,2.57%
BRIGHT,"33,281",70.47%,23.30%,0.86%,0.60%,2.52%,2.25%
BECERRA,"33,274",4.82%,0.18%,0.26%,0.22%,0.18%,94.34%
LINDSAY,"33,255",72.49%,22.00%,0.57%,0.53%,2.01%,2.40%
RITTER,"33,252",92.62%,2.99%,0.45%,0.59%,1.36%,2.00%
COOLEY,"33,231",77.81%,16.87%,0.46%,0.94%,1.98%,1.94%
FRITZ,"33,224",93.12%,2.27%,0.69%,0.37%,1.20%,2.35%
COOKE,"33,223",77.96%,15.80%,0.56%,1.17%,2.03%,2.47%
DELANEY,"33,218",83.59%,11.25%,0.58%,0.42%,1.83%,2.32%
AMAYA,"33,218",4.45%,0.62%,0.43%,0.15%,0.20%,94.15%
CHANEY,"33,201",71.01%,22.95%,0.52%,0.77%,2.39%,2.37%
KIDD,"33,186",75.09%,19.50%,0.54%,0.51%,2.05%,2.31%
VELASCO,"33,078",5.94%,0.26%,10.51%,0.32%,0.70%,82.27%
NGO,"33,005",0.92%,(S),96.46%,(S),1.69%,0.65%
CHENG,"32,982",1.86%,0.20%,94.63%,0.03%,2.22%,1.06%
NEWELL,"32,909",79.08%,15.28%,0.61%,0.77%,1.85%,2.41%
FREY,"32,904",95.14%,0.93%,0.60%,0.25%,1.19%,1.89%
CARNEY,"32,897",85.44%,8.77%,0.57%,1.10%,1.74%,2.39%
BARRIOS,"32,873",8.06%,0.40%,1.47%,0.22%,0.30%,89.54%
BOLTON,"32,815",73.52%,20.94%,0.54%,0.52%,2.10%,2.40%
HOLMAN,"32,788",69.54%,24.54%,0.44%,0.74%,2.10%,2.64%
TOVAR,"32,760",4.73%,0.35%,0.13%,0.24%,0.18%,94.38%
CARDONA,"32,727",6.32%,0.47%,0.97%,0.17%,0.31%,91.77%
DAILEY,"32,719",77.28%,17.24%,0.53%,0.74%,1.97%,2.24%
MERRILL,"32,620",90.32%,4.18%,0.70%,1.00%,1.67%,2.13%
COWAN,"32,586",79.49%,15.13%,0.49%,0.56%,2.00%,2.33%
SLATER,"32,584",79.20%,15.15%,0.63%,0.75%,1.74%,2.53%
ALBERT,"32,507",76.84%,13.64%,2.06%,1.69%,1.72%,4.04%
JUSTICE,"32,480",85.55%,9.42%,0.46%,0.70%,2.10%,1.77%
OSBORN,"32,439",91.04%,2.89%,0.67%,0.89%,1.93%,2.57%
CARVER,"32,415",89.29%,5.83%,0.45%,0.57%,1.69%,2.17%
LANCASTER,"32,362",84.28%,10.07%,0.61%,0.65%,2.10%,2.30%
GOFF,"32,298",87.20%,7.78%,0.54%,0.47%,1.59%,2.42%
ZAPATA,"32,274",5.80%,0.41%,1.15%,0.12%,0.24%,92.28%
FULTON,"32,258",71.16%,22.79%,0.53%,0.96%,2.21%,2.34%
KANG,"32,221",3.08%,0.56%,93.86%,0.03%,1.81%,0.67%
SEARS,"32,206",83.36%,10.95%,0.56%,0.84%,2.06%,2.23%
LEHMAN,"32,180",95.02%,0.76%,0.61%,0.33%,1.23%,2.04%
BYERS,"32,174",80.70%,14.05%,0.57%,0.60%,1.77%,2.30%
SNIDER,"32,148",92.28%,2.93%,0.59%,0.67%,1.70%,1.83%
LAW,"32,122",65.61%,15.63%,14.22%,0.39%,2.08%,2.07%
TAN,"32,120",3.30%,0.19%,92.37%,0.11%,2.62%,1.42%
LAKE,"32,104",81.43%,11.85%,0.88%,1.18%,2.09%,2.57%
LUTZ,"32,050",94.79%,0.62%,0.61%,0.26%,1.17%,2.56%
COSTELLO,"32,043",90.85%,1.34%,0.69%,0.32%,1.34%,5.46%
GAY,"32,025",70.72%,22.51%,1.84%,0.73%,1.87%,2.32%
GUTHRIE,"31,956",88.05%,5.85%,0.64%,1.21%,2.04%,2.20%
GALLARDO,"31,909",5.73%,0.25%,3.14%,0.22%,0.44%,90.23%
WORKMAN,"31,856",90.09%,5.04%,0.43%,0.71%,1.68%,2.05%
MCFADDEN,"31,839",60.27%,34.75%,0.47%,0.31%,2.11%,2.08%
BLANCO,"31,800",11.28%,1.16%,4.22%,0.13%,0.47%,82.74%
GORMAN,"31,788",89.77%,3.56%,0.59%,1.96%,1.49%,2.63%
KATZ,"31,780",95.31%,0.38%,0.70%,0.07%,0.88%,2.65%
KUHN,"31,776",95.17%,0.58%,0.65%,0.23%,1.17%,2.21%
NOEL,"31,768",59.83%,33.62%,0.92%,0.52%,1.74%,3.37%
VALLE,"31,716",10.69%,0.73%,1.47%,0.25%,0.50%,86.37%
MARINO,"31,687",84.02%,0.82%,1.08%,0.16%,1.04%,12.87%
HONG,"31,670",7.23%,0.97%,88.12%,0.19%,2.33%,1.15%
SPRINGER,"31,643",83.29%,10.68%,0.70%,0.76%,1.96%,2.61%
PICKETT,"31,611",65.61%,29.23%,0.41%,0.48%,2.08%,2.19%
AGUILERA,"31,581",4.28%,0.30%,0.54%,0.13%,0.18%,94.57%
WITT,"31,575",91.51%,3.23%,0.56%,0.76%,1.47%,2.47%
CARRASCO,"31,575",5.62%,0.44%,0.79%,0.28%,0.25%,92.62%
DONAHUE,"31,563",92.35%,2.98%,0.51%,0.78%,1.30%,2.08%
KINNEY,"31,558",85.36%,8.01%,0.88%,1.35%,2.14%,2.27%
DONNELLY,"31,505",94.31%,1.07%,0.63%,0.23%,1.26%,2.50%
BRITT,"31,474",73.72%,20.90%,0.32%,0.84%,1.96%,2.25%
CRAFT,"31,452",80.99%,14.56%,0.39%,0.38%,1.89%,1.79%
ODELL,"31,349",91.44%,2.39%,0.57%,0.77%,1.85%,2.98%
DALY,"31,330",91.41%,3.43%,0.66%,0.25%,1.38%,2.86%
WINTER,"31,310",93.02%,1.95%,0.63%,0.43%,1.29%,2.68%
ABRAHAM,"31,303",45.00%,20.48%,25.64%,0.73%,2.12%,6.03%
BAEZ,"31,298",4.28%,0.90%,0.22%,0.11%,0.16%,94.33%
RODRIGUES,"31,280",45.85%,4.95%,4.35%,0.34%,3.26%,41.26%
WOOTEN,"31,249",65.90%,28.78%,0.38%,0.70%,2.28%,1.96%
HARTLEY,"31,221",88.90%,6.52%,0.59%,0.42%,1.55%,2.01%
NG,"31,210",1.92%,0.22%,93.20%,0.04%,2.81%,1.81%
KENDALL,"31,209",85.73%,8.90%,0.81%,0.54%,1.99%,2.03%
CLEVELAND,"31,123",66.41%,25.78%,0.58%,2.85%,2.31%,2.07%
CROWLEY,"31,098",90.11%,5.35%,0.64%,0.35%,1.60%,1.95%
PEARCE,"31,060",88.57%,6.19%,0.62%,0.68%,1.74%,2.20%
DILLARD,"31,021",53.34%,39.80%,0.35%,0.61%,3.00%,2.89%
WILDER,"31,018",68.05%,26.33%,0.47%,0.74%,2.24%,2.17%
LANGE,"30,984",92.70%,1.95%,1.08%,0.40%,1.37%,2.51%
SHOEMAKER,"30,934",93.56%,2.17%,0.52%,0.46%,1.39%,1.90%
FLANAGAN,"30,887",88.84%,6.46%,0.61%,0.40%,1.34%,2.35%
BRUNO,"30,883",74.09%,7.00%,1.19%,0.62%,1.15%,15.96%
SEGURA,"30,880",8.49%,1.34%,0.45%,0.35%,0.32%,89.05%
BEACH,"30,867",89.56%,4.85%,0.61%,0.85%,1.89%,2.25%
CASTELLANOS,"30,859",4.13%,0.40%,0.22%,0.10%,0.13%,95.03%
TILLMAN,"30,825",45.06%,48.77%,0.35%,0.85%,2.82%,2.14%
ALFORD,"30,771",63.95%,30.58%,0.42%,0.76%,2.01%,2.29%
FINCH,"30,769",78.76%,15.46%,0.67%,0.49%,2.01%,2.61%
MCLEOD,"30,769",69.99%,24.09%,0.49%,0.74%,2.31%,2.38%
MACKEY,"30,749",69.46%,24.43%,0.52%,0.80%,2.43%,2.36%
DODD,"30,732",83.52%,10.67%,0.76%,0.66%,1.97%,2.43%
EMERSON,"30,702",84.83%,8.19%,0.71%,1.61%,1.98%,2.68%
MINOR,"30,702",55.00%,37.16%,0.81%,0.43%,2.39%,4.21%
MUNIZ,"30,695",8.02%,0.55%,0.40%,0.36%,0.25%,90.42%
ALSTON,"30,693",13.76%,79.83%,0.22%,0.40%,3.28%,2.51%
MALONEY,"30,671",91.24%,3.53%,0.63%,0.85%,1.40%,2.35%
CHILDERS,"30,570",90.25%,4.01%,0.51%,0.98%,1.86%,2.39%
MCDERMOTT,"30,528",92.19%,2.59%,0.83%,0.31%,1.42%,2.67%
MOSER,"30,483",94.50%,1.40%,0.68%,0.24%,1.27%,1.91%
VOGEL,"30,470",94.99%,0.49%,0.64%,0.28%,1.11%,2.49%
MCCABE,"30,401",91.49%,1.14%,0.69%,2.38%,1.57%,2.73%
DANG,"30,389",1.75%,0.34%,95.00%,0.03%,2.12%,0.76%
ALONSO,"30,389",6.76%,0.23%,0.84%,0.10%,0.19%,91.90%
SAUCEDO,"30,374",3.77%,0.16%,0.23%,0.21%,0.16%,95.46%
STARR,"30,363",83.39%,8.22%,0.59%,2.90%,2.24%,2.66%
DO,"30,301",2.34%,0.37%,94.78%,0.02%,1.64%,0.86%
HURTADO,"30,286",4.75%,0.35%,0.42%,0.39%,0.19%,93.90%
KIRKLAND,"30,283",68.79%,26.33%,0.46%,0.52%,1.80%,2.10%
HENDRICKSON,"30,259",91.79%,2.51%,0.61%,0.94%,1.81%,2.34%
HOLLEY,"30,231",65.06%,29.80%,0.47%,0.52%,2.16%,1.98%
CORDERO,"30,158",7.71%,0.72%,4.79%,0.29%,0.75%,85.73%
FRANKS,"30,155",82.06%,12.32%,0.54%,0.81%,1.99%,2.27%
GUILLEN,"30,153",4.74%,0.33%,0.92%,0.17%,0.22%,93.63%
WELSH,"30,153",91.01%,3.32%,0.75%,0.65%,1.61%,2.67%
RATLIFF,"30,083",78.70%,16.22%,0.45%,0.59%,1.95%,2.09%
SWEET,"30,051",85.15%,8.41%,0.64%,0.88%,2.16%,2.77%
TALLEY,"30,014",65.16%,28.40%,0.54%,0.90%,2.55%,2.46%
WHITFIELD,"29,962",44.52%,49.68%,0.38%,0.46%,3.02%,1.94%
CROWE,"29,953",87.53%,5.39%,0.52%,2.33%,2.04%,2.19%
GOLDSTEIN,"29,938",95.01%,0.74%,0.68%,0.03%,0.90%,2.64%
ENGLAND,"29,926",88.91%,5.28%,0.48%,1.00%,1.95%,2.38%
